deployment,year,VegHF,SoilHF,VegForDetectionDistance,DeploymentYear
OG-ABMI-927-21-3,2015,Pipeline,Pipeline,HF,OG-ABMI-927-21-3_2015
OG-ABMI-927-21-4,2015,Pipeline,Pipeline,HF,OG-ABMI-927-21-4_2015
OG-ABMI-990-21,2015,Decid4,TB,Decid,OG-ABMI-990-21_2015
OG-ABMI-990-22,2015,Decid1,TB,WetGrass,OG-ABMI-990-22_2015
OG-ABMI-990-23,2015,CultivationTamePasture,CultivationTamePasture,HF,OG-ABMI-990-23_2015
OG-ABMI-993-21,2015,Pine4,Sa,Conif,OG-ABMI-993-21_2015
OG-CITSCI-1052-31,2016,GrassHerb,Lo,Grass,OG-CITSCI-1052-31_2016
OG-CITSCI-1053-31,2016,GrassHerb,Lo,Grass,OG-CITSCI-1053-31_2016
OG-CITSCI-1054-31,2016,Decid5,Lo,Decid,OG-CITSCI-1054-31_2016
OG-CITSCI-1055-31,2016,GrassHerb,Lo,Grass,OG-CITSCI-1055-31_2016
OG-CITSCI-1056-31,2016,Decid5,Lo,Decid,OG-CITSCI-1056-31_2016
OG-CITSCI-1157-31,2016,CultivationRoughPasture,CultivationRoughPasture,Grass,OG-CITSCI-1157-31_2016
OG-CITSCI-1192-31,2016,CultivationRoughPasture,CultivationRoughPasture,Grass,OG-CITSCI-1192-31_2016
OG-CITSCI-1211-31,2016,Mixedwood5,Lo,Decid,OG-CITSCI-1211-31_2016
OG-CITSCI-1241-31,2016,Mixedwood5,Len,Decid,OG-CITSCI-1241-31_2016
OG-CITSCI-1275-31,2016,Decid4,Lo,Decid,OG-CITSCI-1275-31_2016
OG-CITSCI-1301-31,2016,Decid4,Lo,Decid,OG-CITSCI-1301-31_2016
OG-CITSCI-1301-32,2016,Decid2,Lo,Decid,OG-CITSCI-1301-32_2016
OG-CITSCI-1302-31,2016,Spruce7,LtcR,Conif,OG-CITSCI-1302-31_2016
OG-CITSCI-1330-31,2016,GrassHerb,Lo,Grass,OG-CITSCI-1330-31_2016
OG-CITSCI-1330-32,2016,Spruce5,Lo,Conif,OG-CITSCI-1330-32_2016
OG-CITSCI-1331-31,2016,GrassHerb,Lo,Grass,OG-CITSCI-1331-31_2016
OG-CITSCI-1331-32,2016,Marsh,LenW,Shrub,OG-CITSCI-1331-32_2016
OG-CITSCI-1333-31,2016,Decid2,Lo,Decid,OG-CITSCI-1333-31_2016
OG-CITSCI-1419-31,2016,GrassHerb,Lo,Grass,OG-CITSCI-1419-31_2016
OG-CITSCI-1600-31,2016,GrassHerb,Lo,Grass,OG-CITSCI-1600-31_2016
OG-CITSCI-1600-32,2016,GrassHerb,Lo,Grass,OG-CITSCI-1600-32_2016
OG-CITSCI-921-31,2016,CultivationRoughPasture,CultivationRoughPasture,Decid,OG-CITSCI-921-31_2016
OG-CITSCI-990-31,2016,CultivationRoughPasture,CultivationRoughPasture,HF,OG-CITSCI-990-31_2016
OG-EI-1004-41-1,2017,TreedBog5,,WetTreed,OG-EI-1004-41-1_2017
OG-EI-1004-41-2,2017,TreedBog4,,WetTreed,OG-EI-1004-41-2_2017
OG-EI-218-41-1,2017,ShrubbyFen,,Shrub,OG-EI-218-41-1_2017
OG-EI-218-41-2,2017,ShrubbySwamp,,Shrub,OG-EI-218-41-2_2017
OG-EI-218-42-1,2017,ShrubbySwamp,,Shrub,OG-EI-218-42-1_2017
OG-EI-218-42-2,2017,ShrubbyFen,,Shrub,OG-EI-218-42-2_2017
OG-EI-251-41-1,2017,CCDecid1,CutBlocks,HF,OG-EI-251-41-1_2017
OG-EI-251-41-2,2017,Decid7,,Decid,OG-EI-251-41-2_2017
OG-EI-277-41-1,2017,TreedBog4,,WetTreed,OG-EI-277-41-1_2017
OG-EI-277-41-2,2017,Mixedwood4,,Decid,OG-EI-277-41-2_2017
OG-EI-311-41-1,2017,Pipeline,Pipeline,HF,OG-EI-311-41-1_2017
OG-EI-311-41-2,2017,TreedFen6,Len,WetTreed,OG-EI-311-41-2_2017
OG-EI-311-42-1,2017,TreedSwamp4,Len,WetTreed,OG-EI-311-42-1_2017
OG-EI-311-42-2,2017,ShrubbySwamp,Sy,Shrub,OG-EI-311-42-2_2017
OG-EI-340-41-1,2017,Mixedwood3,Lo,Decid,OG-EI-340-41-1_2017
OG-EI-340-41-2,2017,CCDecid1,CutBlocks,HF,OG-EI-340-41-2_2017
OG-EI-460-41-1,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,OG-EI-460-41-1_2017
OG-EI-460-41-2,2017,TreedSwamp7,,WetTreed,OG-EI-460-41-2_2017
OG-EI-460-42-1,2017,Decid5,,Decid,OG-EI-460-42-1_2017
OG-EI-460-42-2,2017,Decid6,,Decid,OG-EI-460-42-2_2017
OG-EI-490-41-1,2017,CCSpruce1,CutBlocks,HF,OG-EI-490-41-1_2017
OG-EI-490-41-2,2017,Spruce9,,Conif,OG-EI-490-41-2_2017
OG-EI-490-42-1,2017,CCDecidR,CutBlocks,HF,OG-EI-490-42-1_2017
OG-EI-490-42-2,2017,CCDecidR,CutBlocks,HF,OG-EI-490-42-2_2017
OG-EI-744-41-1,2017,Decid5,,Decid,OG-EI-744-41-1_2017
OG-EI-744-41-2,2017,Decid5,,Decid,OG-EI-744-41-2_2017
OG-EI-745-41-1,2017,Spruce4,Sy,Conif,OG-EI-745-41-1_2017
OG-EI-745-41-2,2017,Spruce4,Sy,Conif,OG-EI-745-41-2_2017
OG-EI-745-42-1,2017,Decid4,Sa,Decid,OG-EI-745-42-1_2017
OG-EI-745-42-2,2017,ShrubbyFen,Len,Shrub,OG-EI-745-42-2_2017
OG-EI-745-43-1,2017,GraminoidFen,,WetGrass,OG-EI-745-43-1_2017
OG-EI-745-43-2,2017,Marsh,,WetGrass,OG-EI-745-43-2_2017
OG-EI-746-41-1,2017,Shrub,Len,Shrub,OG-EI-746-41-1_2017
OG-EI-746-41-2,2017,GraminoidFen,Len,WetGrass,OG-EI-746-41-2_2017
OG-EI-750-41-1,2017,Decid2,,Decid,OG-EI-750-41-1_2017
OG-EI-750-41-2,2017,Mixedwood5,,Decid,OG-EI-750-41-2_2017
OG-EI-783-41-1,2017,ShrubbySwamp,,Shrub,OG-EI-783-41-1_2017
OG-EI-783-41-2,2017,ShrubbyFen,,Shrub,OG-EI-783-41-2_2017
OG-EI-815-41-1,2017,CCDecidR,CutBlocks,HF,OG-EI-815-41-1_2017
OG-EI-815-41-2,2017,CCDecidR,CutBlocks,HF,OG-EI-815-41-2_2017
OG-EI-817-41-1,2017,TreedFen1,,WetTreed,OG-EI-817-41-1_2017
OG-EI-817-41-2,2017,TreedFen1,,WetTreed,OG-EI-817-41-2_2017
OG-EI-845-41-1,2017,Spruce8,,Conif,OG-EI-845-41-1_2017
OG-EI-845-41-2,2017,CCSpruce2,CutBlocks,HF,OG-EI-845-41-2_2017
OG-EI-877-41-1,2017,Decid8,,Decid,OG-EI-877-41-1_2017
OG-EI-877-41-2,2017,CCPineR,CutBlocks,HF,OG-EI-877-41-2_2017
OG-EI-899-41-1,2017,Decid6,,Decid,OG-EI-899-41-1_2017
OG-EI-899-41-2,2017,CCDecid2,CutBlocks,HF,OG-EI-899-41-2_2017
OG-EI-899-42-1,2017,Pipeline,Pipeline,HF,OG-EI-899-42-1_2017
OG-EI-899-42-2,2017,TreedBog4,Len,WetTreed,OG-EI-899-42-2_2017
OG-EI-899-43-1,2017,CCMixedwood1,CutBlocks,HF,OG-EI-899-43-1_2017
OG-EI-899-43-2,2017,CCMixedwood1,CutBlocks,HF,OG-EI-899-43-2_2017
OG-EI-910-41-1,2017,TreedFen6,,WetTreed,OG-EI-910-41-1_2017
OG-EI-910-41-2,2017,Marsh,,WetGrass,OG-EI-910-41-2_2017
OG-EI-911-41-1,2017,ShrubbyFen,,Shrub,OG-EI-911-41-1_2017
OG-EI-911-41-2,2017,TreedFen8,,WetTreed,OG-EI-911-41-2_2017
OG-EI-939-41-1,2017,TreedSwamp4,,WetTreed,OG-EI-939-41-1_2017
OG-EI-939-41-2,2017,Spruce9,,Conif,OG-EI-939-41-2_2017
OG-EI-971-41-1,2017,CCMixedwoodR,CutBlocks,HF,OG-EI-971-41-1_2017
OG-EI-971-41-2,2017,CCMixedwoodR,CutBlocks,HF,OG-EI-971-41-2_2017
OG-EI-972-41-1,2017,CCDecid1,CutBlocks,HF,OG-EI-972-41-1_2017
OG-EI-972-41-2,2017,CCDecid1,CutBlocks,HF,OG-EI-972-41-2_2017
OG-OGC-1392-21,2015,GrassHerb,BlO,Grass,OG-OGC-1392-21_2015
OG-OGC-1412-21,2015,GrassHerb,Lo,HF,OG-OGC-1412-21_2015
OG-OGC-1459-21,2015,Pipeline,Pipeline,HF,OG-OGC-1459-21_2015
OG-OGC-1459-22,2015,GrassHerb,CS,Grass,OG-OGC-1459-22_2015
OG-OGC-1499-21,2015,GrassHerb,Lo,Grass,OG-OGC-1499-21_2015
OG-OGC-1499-22,2015,GrassHerb,BlO,Grass,OG-OGC-1499-22_2015
OG-OGC-1499-23,2015,GrassHerb,BlO,Grass,OG-OGC-1499-23_2015
OG-OGC-1502-21,2015,GrassHerb,UNK,HF,OG-OGC-1502-21_2015
OG-OGC-1521-21,2015,GrassHerb,Lo,Grass,OG-OGC-1521-21_2015
OG-OGC-1521-22,2015,GrassHerb,Lo,Grass,OG-OGC-1521-22_2015
OG-OGC-1521-23,2015,CultivationRoughPasture,CultivationRoughPasture,HF,OG-OGC-1521-23_2015
OG-OGC-1653-21,2015,GrassHerb,Lo,Grass,OG-OGC-1653-21_2015
OG-RIVR-6-01,2018,Decid4,Sy,Decid,OG-RIVR-6-01_2018
OG-RIVR-6-02,2018,Decid4,TB,Decid,OG-RIVR-6-02_2018
OG-RIVR-6-03,2018,Decid4,Lo,Decid,OG-RIVR-6-03_2018
OG-RIVR-6-05,2018,Decid4,TB,Decid,OG-RIVR-6-05_2018
OG-RIVR-6-06,2018,Decid4,TB,Decid,OG-RIVR-6-06_2018
OG-RIVR-6-08,2018,Decid4,TB,Decid,OG-RIVR-6-08_2018
OG-RIVR-6-09,2018,Decid4,TB,Decid,OG-RIVR-6-09_2018
OG-RIVR-6-10,2018,Decid4,TB,Decid,OG-RIVR-6-10_2018
OG-RIVR-7-01,2018,CultivationTamePasture,CultivationTamePasture,HF,OG-RIVR-7-01_2018
OG-RIVR-7-02,2018,Decid5,TB,Decid,OG-RIVR-7-02_2018
OG-RIVR-7-03,2018,Decid4,Lo,Decid,OG-RIVR-7-03_2018
OG-RIVR-7-04,2018,Decid5,TB,Decid,OG-RIVR-7-04_2018
OG-RIVR-8-01,2018,Decid5,UNK,Decid,OG-RIVR-8-01_2018
OG-RIVR-8-02,2018,Decid5,UNK,Decid,OG-RIVR-8-02_2018
OG-RIVR-8-03,2018,Decid5,Cy,Decid,OG-RIVR-8-03_2018
OG-RIVR-8-04,2018,Decid5,UNK,Decid,OG-RIVR-8-04_2018
OG-RIVR-9-01,2018,Decid6,TB,Decid,OG-RIVR-9-01_2018
OG-RIVR-9-02,2018,Decid6,Ov,Decid,OG-RIVR-9-02_2018
OG-RIVR-9-03,2018,Decid6,TB,Decid,OG-RIVR-9-03_2018
OG-RIVR-9-04,2018,Decid5,Ov,Decid,OG-RIVR-9-04_2018
OG-RIVR-9-05,2018,Decid6,TB,Decid,OG-RIVR-9-05_2018
OG-RIVR-9-06,2018,Decid5,Ov,Decid,OG-RIVR-9-06_2018
OGW-CITSCI-1468-31,2016,Pine6,,Conif,OGW-CITSCI-1468-31_2016
OGW-CITSCI-1498-31,2016,GrassHerb,Ltc,WetGrass,OGW-CITSCI-1498-31_2016
OGW-CITSCI-1505-31,2016,GrassHerb,TB,WetGrass,OGW-CITSCI-1505-31_2016
OGW-CITSCI-1542-31,2016,GrassHerb,TB,HF,OGW-CITSCI-1542-31_2016
OGW-CITSCI-1544-31,2016,GrassHerb,LenW,Grass,OGW-CITSCI-1544-31_2016
OGW-CITSCI-1552-31,2016,CultivationCrop,CultivationCrop,Grass,OGW-CITSCI-1552-31_2016
OGW-CITSCI-1556-31,2016,GrassHerb,BlO,Grass,OGW-CITSCI-1556-31_2016
OGW-CITSCI-1573-31,2016,Marsh,Lo,WetGrass,OGW-CITSCI-1573-31_2016
OGW-CITSCI-1573-32,2016,GrassHerb,Sa,Grass,OGW-CITSCI-1573-32_2016
OGW-CITSCI-1573-33,2016,Marsh,Sa,WetGrass,OGW-CITSCI-1573-33_2016
OGW-CITSCI-1583-31,2016,ShrubbySwamp,LtcR,Shrub,OGW-CITSCI-1583-31_2016
OGW-CITSCI-1584-31,2016,GrassHerb,LtcR,Grass,OGW-CITSCI-1584-31_2016
OGW-CITSCI-1615-31,2016,Pine5,,Conif,OGW-CITSCI-1615-31_2016
OGW-CITSCI-1630-31,2016,GrassHerb,Ltc,Grass,OGW-CITSCI-1630-31_2016
OGW-CITSCI-1632-31,2016,CCSpruce4,CutBlocks,HF,OGW-CITSCI-1632-31_2016
OGW-CITSCI-1632-32,2016,ShrubbySwamp,,Shrub,OGW-CITSCI-1632-32_2016
OGW-CITSCI-1633-31,2016,CCSpruce2,CutBlocks,HF,OGW-CITSCI-1633-31_2016
OGW-CITSCI-1633-32,2016,Shrub,,Shrub,OGW-CITSCI-1633-32_2016
OGW-CITSCI-1647-31,2016,GrassHerb,,Grass,OGW-CITSCI-1647-31_2016
TSP-DP-03-04-002,2015,SeismicLineWide,SeismicLineWide,HF,TSP-DP-03-04-002_2015
TSP-DP-03-04-004,2015,TreedFen4,UNK,Conif,TSP-DP-03-04-004_2015
TSP-DP-03-04-006,2015,WellSite,WellSite,HF,TSP-DP-03-04-006_2015
TSP-DP-03-04-008,2015,TreedBog4,UNK,Conif,TSP-DP-03-04-008_2015
TSP-DP-03-040-094,2015,Pine4,UNK,Conif,TSP-DP-03-040-094_2015
TSP-DP-03-04-010,2015,TreedBog4,UNK,Conif,TSP-DP-03-04-010_2015
TSP-DP-03-04-018,2015,TreedBog4,UNK,Conif,TSP-DP-03-04-018_2015
TSP-DP-03-04-020,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-020_2015
TSP-DP-03-04-026,2015,Pine4,UNK,Conif,TSP-DP-03-04-026_2015
TSP-DP-03-04-028,2015,Spruce7,UNK,Conif,TSP-DP-03-04-028_2015
TSP-DP-03-04-030,2015,TreedBog4,UNK,Conif,TSP-DP-03-04-030_2015
TSP-DP-03-04-034,2015,Pine5,UNK,Conif,TSP-DP-03-04-034_2015
TSP-DP-03-04-038,2015,Mixedwood6,UNK,Decid,TSP-DP-03-04-038_2015
TSP-DP-03-04-040,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-040_2015
TSP-DP-03-04-042,2015,TreedFen3,UNK,Conif,TSP-DP-03-04-042_2015
TSP-DP-03-04-044,2015,TreedBog4,UNK,Conif,TSP-DP-03-04-044_2015
TSP-DP-03-04-046,2015,Spruce7,UNK,Conif,TSP-DP-03-04-046_2015
TSP-DP-03-04-048,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-048_2015
TSP-DP-03-04-050,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-050_2015
TSP-DP-03-04-054,2015,Spruce5,UNK,Conif,TSP-DP-03-04-054_2015
TSP-DP-03-04-056,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-056_2015
TSP-DP-03-04-058,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-058_2015
TSP-DP-03-04-060,2015,Decid5,UNK,Decid,TSP-DP-03-04-060_2015
TSP-DP-03-04-062,2015,SeismicLineNarrow,SeismicLineNarrow,HF,TSP-DP-03-04-062_2015
TSP-DP-03-04-064,2015,TreedFen4,UNK,Conif,TSP-DP-03-04-064_2015
TSP-DP-03-04-066,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-066_2015
TSP-DP-03-04-072,2015,TreedFen4,UNK,Conif,TSP-DP-03-04-072_2015
TSP-DP-03-04-074,2015,Decid5,UNK,Decid,TSP-DP-03-04-074_2015
TSP-DP-03-04-076,2015,Decid5,UNK,Decid,TSP-DP-03-04-076_2015
TSP-DP-03-04-078,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-078_2015
TSP-DP-03-04-082,2015,Pine4,UNK,Conif,TSP-DP-03-04-082_2015
TSP-DP-03-04-084,2015,Mixedwood5,UNK,Decid,TSP-DP-03-04-084_2015
TSP-DP-03-04-086,2015,Decid5,UNK,Decid,TSP-DP-03-04-086_2015
TSP-DP-03-04-090,2015,TreedFen4,UNK,Conif,TSP-DP-03-04-090_2015
TSP-DP-03-04-092,2015,Mixedwood4,UNK,Decid,TSP-DP-03-04-092_2015
TSP-DP-03-04-096,2015,TreedBog4,UNK,Conif,TSP-DP-03-04-096_2015
TSP-DP-03-04-098,2015,TreedBog5,UNK,Conif,TSP-DP-03-04-098_2015
TSP-DP-03-04-100,2015,TreedBog4,UNK,Conif,TSP-DP-03-04-100_2015
TSP-LL-01-02-001,2015,Decid6,UNK,Decid,TSP-LL-01-02-001_2015
TSP-LL-01-02-003,2015,TreedBog5,UNK,Conif,TSP-LL-01-02-003_2015
TSP-LL-01-02-005,2015,TreedBog4,UNK,Conif,TSP-LL-01-02-005_2015
TSP-LL-01-02-007,2015,Marsh,UNK,WetShrub,TSP-LL-01-02-007_2015
TSP-LL-01-02-009,2015,CCDecid2,CutBlocks,HF,TSP-LL-01-02-009_2015
TSP-LL-01-02-012,2015,Decid6,UNK,Decid,TSP-LL-01-02-012_2015
TSP-LL-01-02-014,2015,TreedBog6,UNK,Conif,TSP-LL-01-02-014_2015
TSP-LL-01-02-016,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,TSP-LL-01-02-016_2015
TSP-LL-01-02-018,2015,Pipeline,Pipeline,HF,TSP-LL-01-02-018_2015
TSP-LL-01-02-020,2015,CCDecid1,CutBlocks,HF,TSP-LL-01-02-020_2015
TSP-LL-01-02-021,2015,Decid5,UNK,Decid,TSP-LL-01-02-021_2015
TSP-LL-01-02-023,2015,TreedBog5,UNK,Conif,TSP-LL-01-02-023_2015
TSP-LL-01-02-025,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,TSP-LL-01-02-025_2015
TSP-LL-01-02-027,2015,RoadVegetatedVerge,RoadVegetatedVerge,HF,TSP-LL-01-02-027_2015
TSP-LL-01-02-029,2015,TreedSwamp4,UNK,Decid,TSP-LL-01-02-029_2015
TSP-LL-01-02-034,2015,ShrubbyFen,UNK,WetShrub,TSP-LL-01-02-034_2015
TSP-LL-01-02-038,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,TSP-LL-01-02-038_2015
TSP-LL-01-02-040,2015,CCDecidR,CutBlocks,HF,TSP-LL-01-02-040_2015
TSP-LL-01-02-043,2015,CCDecid1,CutBlocks,HF,TSP-LL-01-02-043_2015
TSP-LL-01-02-045,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,TSP-LL-01-02-045_2015
TSP-LL-01-02-047,2015,GrassHerb,UNK,Grass,TSP-LL-01-02-047_2015
TSP-LL-01-02-049,2015,TreedBog5,UNK,Conif,TSP-LL-01-02-049_2015
TSP-LL-01-02-054,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,TSP-LL-01-02-054_2015
TSP-LL-01-02-056,2015,Decid4,UNK,Decid,TSP-LL-01-02-056_2015
TSP-LL-01-02-060,2015,TreedSwamp6,UNK,Decid,TSP-LL-01-02-060_2015
TSP-LL-01-02-061,2015,Mixedwood7,UNK,Decid,TSP-LL-01-02-061_2015
TSP-LL-01-02-067,2015,TreedSwamp4,UNK,Decid,TSP-LL-01-02-067_2015
TSP-LL-01-02-069,2015,SeismicLineNarrow,SeismicLineNarrow,HF,TSP-LL-01-02-069_2015
TSP-LL-01-02-072,2015,TreedBog6,UNK,Conif,TSP-LL-01-02-072_2015
TSP-LL-01-02-076,2015,TreedSwamp4,UNK,Decid,TSP-LL-01-02-076_2015
TSP-LL-01-02-077,2015,CCDecid1,CutBlocks,HF,TSP-LL-01-02-077_2015
TSP-LL-01-02-079,2015,TreedBog4,UNK,Conif,TSP-LL-01-02-079_2015
TSP-LL-01-02-082,2015,Decid3,UNK,Decid,TSP-LL-01-02-082_2015
TSP-LL-01-02-088,2015,TreedFen5,UNK,Conif,TSP-LL-01-02-088_2015
TSP-LL-01-02-090,2015,Spruce4,UNK,Conif,TSP-LL-01-02-090_2015
TSP-LL-01-02-094,2015,TreedBog5,UNK,Conif,TSP-LL-01-02-094_2015
TSP-LL-01-02-097,2015,TreedBog3,UNK,Conif,TSP-LL-01-02-097_2015
TSP-LL-01-02-099,2015,Pine5,UNK,Conif,TSP-LL-01-02-099_2015
TSP-LL-01-02-41,2015,TreedBog6,UNK,Conif,TSP-LL-01-02-41_2015
TSP-LL-01-02-52,2015,TreedBog3,UNK,Conif,TSP-LL-01-02-52_2015
TSP-LL-01-02-58,2015,Decid4,UNK,Decid,TSP-LL-01-02-58_2015
TSP-LL-01-02-63,2015,Decid6,UNK,Decid,TSP-LL-01-02-63_2015
TSP-LL-01-02-65,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,TSP-LL-01-02-65_2015
TSP-LL-01-02-81,2015,TreedBog6,UNK,Conif,TSP-LL-01-02-81_2015
TSP-LL-01-02-86,2015,Decid4,UNK,Decid,TSP-LL-01-02-86_2015
TSP-LL-01-02-92,2015,Decid6,UNK,Decid,TSP-LL-01-02-92_2015
WAB51,2017,TreedBog5,,WetTreed,WAB51_2017
WAB52,2017,Pine6,UNK,Conif,WAB52_2017
WAB54,2017,TreedBog5,UNK,WetTreed,WAB54_2017
WAB55,2017,TreedBog7,UNK,WetTreed,WAB55_2017
WAB56,2017,TreedBog8,UNK,WetTreed,WAB56_2017
WAB57,2017,Decid6,UNK,Decid,WAB57_2017
WAB58,2017,TreedFen7,UNK,WetTreed,WAB58_2017
WAB59,2017,TreedSwamp4,UNK,Shrub,WAB59_2017
WAB60,2017,TreedFen9,UNK,WetTreed,WAB60_2017
WAB62,2017,TreedFen7,UNK,WetTreed,WAB62_2017
WAB63,2017,TreedFen7,UNK,WetTreed,WAB63_2017
WAB64,2017,TreedBog6,UNK,WetTreed,WAB64_2017
WAB65,2017,TreedBog7,UNK,WetTreed,WAB65_2017
WAB66,2017,TreedFen9,UNK,WetTreed,WAB66_2017
WAB67,2017,ShrubbySwamp,UNK,Shrub,WAB67_2017
WAB68,2017,TreedBog6,UNK,WetTreed,WAB68_2017
WAB69,2017,TreedBog5,UNK,WetTreed,WAB69_2017
WAB70,2017,TreedBog6,UNK,WetTreed,WAB70_2017
WAB71,2017,TreedFen7,UNK,WetTreed,WAB71_2017
WAB72,2017,TreedBog7,UNK,WetTreed,WAB72_2017
WAB73,2017,ShrubbySwamp,UNK,Shrub,WAB73_2017
WAB74,2017,ShrubbySwamp,UNK,Shrub,WAB74_2017
WAB75,2017,TreedBog6,UNK,WetTreed,WAB75_2017
WHEC-100c,2011,MixedwoodR,UNK,Decid,WHEC-100c_2011
WHEC-100c,2012,MixedwoodR,UNK,Decid,WHEC-100c_2012
WHEC-100c,2013,MixedwoodR,UNK,Decid,WHEC-100c_2013
WHEC-100c,2014,MixedwoodR,UNK,Decid,WHEC-100c_2014
WHEC-100c,2015,MixedwoodR,UNK,Decid,WHEC-100c_2015
WHEC-100u,2011,DecidR,UNK,Decid,WHEC-100u_2011
WHEC-100u,2012,DecidR,UNK,Decid,WHEC-100u_2012
WHEC-101c,2011,Decid4,UNK,Decid,WHEC-101c_2011
WHEC-101c,2012,Decid4,UNK,Decid,WHEC-101c_2012
WHEC-101c,2013,Decid4,UNK,Decid,WHEC-101c_2013
WHEC-101c,2014,Decid4,UNK,Decid,WHEC-101c_2014
WHEC-101c,2015,Decid4,UNK,Decid,WHEC-101c_2015
WHEC-101u,2011,Decid4,UNK,Decid,WHEC-101u_2011
WHEC-101u,2012,Decid4,UNK,Decid,WHEC-101u_2012
WHEC-101u,2013,Decid4,UNK,Decid,WHEC-101u_2013
WHEC-101u,2014,Decid4,UNK,Decid,WHEC-101u_2014
WHEC-101u,2015,Decid4,UNK,Decid,WHEC-101u_2015
WHEC-102c,2011,Decid4,UNK,Decid,WHEC-102c_2011
WHEC-102c,2013,Decid4,UNK,Decid,WHEC-102c_2013
WHEC-102c,2014,Decid4,UNK,Decid,WHEC-102c_2014
WHEC-102c,2015,Decid4,UNK,Decid,WHEC-102c_2015
WHEC-102u,2011,Decid4,UNK,Decid,WHEC-102u_2011
WHEC-102u,2013,Decid4,UNK,Decid,WHEC-102u_2013
WHEC-102u,2014,Decid4,UNK,Decid,WHEC-102u_2014
WHEC-102u,2015,Decid4,UNK,Decid,WHEC-102u_2015
WHEC-103c,2011,Decid4,UNK,Decid,WHEC-103c_2011
WHEC-103c,2012,Decid4,UNK,Decid,WHEC-103c_2012
WHEC-103c,2013,Decid4,UNK,Decid,WHEC-103c_2013
WHEC-103c,2014,Decid4,UNK,Decid,WHEC-103c_2014
WHEC-103c,2015,Decid4,UNK,Decid,WHEC-103c_2015
WHEC-103u,2011,Decid4,UNK,Decid,WHEC-103u_2011
WHEC-103u,2012,Decid4,UNK,Decid,WHEC-103u_2012
WHEC-103u,2013,Decid4,UNK,Decid,WHEC-103u_2013
WHEC-103u,2014,Decid4,UNK,Decid,WHEC-103u_2014
WHEC-103u,2015,Decid4,UNK,Decid,WHEC-103u_2015
WHEC-104c,2011,Decid4,UNK,Decid,WHEC-104c_2011
WHEC-104c,2012,Decid4,UNK,Decid,WHEC-104c_2012
WHEC-104c,2013,Decid4,UNK,Decid,WHEC-104c_2013
WHEC-104c,2014,Decid4,UNK,Decid,WHEC-104c_2014
WHEC-104c,2015,Decid4,UNK,Decid,WHEC-104c_2015
WHEC-104u,2011,Decid4,UNK,Decid,WHEC-104u_2011
WHEC-104u,2012,Decid4,UNK,Decid,WHEC-104u_2012
WHEC-104u,2013,Decid4,UNK,Decid,WHEC-104u_2013
WHEC-104u,2014,Decid4,UNK,Decid,WHEC-104u_2014
WHEC-104u,2015,Decid4,UNK,Decid,WHEC-104u_2015
WHEC-105c,2011,Decid4,UNK,Decid,WHEC-105c_2011
WHEC-105c,2013,Decid4,UNK,Decid,WHEC-105c_2013
WHEC-105c,2014,Decid4,UNK,Decid,WHEC-105c_2014
WHEC-105c,2015,Decid4,UNK,Decid,WHEC-105c_2015
WHEC-105u,2011,CCSpruceR,CutBlocks,HF,WHEC-105u_2011
WHEC-105u,2013,CCSpruceR,CutBlocks,HF,WHEC-105u_2013
WHEC-105u,2014,CCSpruceR,CutBlocks,HF,WHEC-105u_2014
WHEC-105u,2015,CCSpruceR,CutBlocks,HF,WHEC-105u_2015
WHEC-106d,2011,Decid4,UNK,Decid,WHEC-106d_2011
WHEC-106d,2012,Decid4,UNK,Decid,WHEC-106d_2012
WHEC-106d,2013,Decid4,UNK,Decid,WHEC-106d_2013
WHEC-106d,2014,Decid4,UNK,Decid,WHEC-106d_2014
WHEC-106d,2015,Decid4,UNK,Decid,WHEC-106d_2015
WHEC-106n,2011,Decid5,UNK,Decid,WHEC-106n_2011
WHEC-106n,2012,Decid5,UNK,Decid,WHEC-106n_2012
WHEC-106n,2013,Decid5,UNK,Decid,WHEC-106n_2013
WHEC-106n,2014,Decid5,UNK,Decid,WHEC-106n_2014
WHEC-106n,2015,Decid5,UNK,Decid,WHEC-106n_2015
WHEC-107d,2011,Decid4,UNK,Decid,WHEC-107d_2011
WHEC-107d,2013,Decid4,UNK,Decid,WHEC-107d_2013
WHEC-107d,2014,Decid4,UNK,Decid,WHEC-107d_2014
WHEC-107d,2015,Decid4,UNK,Decid,WHEC-107d_2015
WHEC-107n,2011,Decid4,UNK,Decid,WHEC-107n_2011
WHEC-107n,2013,Decid4,UNK,Decid,WHEC-107n_2013
